CASE_ID,CHILD_DRIV,AGE,INCOME,HOUSE,VEHICLE,MARRIED,GENDER,DISTANCE,CAR_USE,MVR_PTS,CLAIM_IND,AREA
2322,0,34,1320,8502,1201,0,1,89,Commercial,3,0,Highly Rural/ Rural
2323,0,24,33668,110861,7613,0,1,101,Commercial,4,1,Highly Urban/ Urban
2324,0,58,72597,224693,14860,0,1,58,Commercial,10,0,Highly Urban/ Urban
2325,0,55,96407,296456,20192,0,1,54,Private,0,0,Highly Urban/ Urban
2326,0,51,21018,71488,4537,1,1,60,Private,2,0,Highly Urban/ Urban
2327,0,49,137661,421939,27797,0,1,63,Private,8,0,Highly Urban/ Urban
2328,0,62,189401,574474,38396,1,0,88,Private,7,0,Highly Urban/ Urban
2329,0,27,93593,286259,18985,1,1,100,Commercial,6,0,Highly Rural/ Rural
2330,2,32,21725,66128,5295,0,0,64,Private,8,1,Highly Urban/ Urban
2331,0,46,960,10846,750,1,1,69,Commercial,3,0,Highly Urban/ Urban
2332,1,50,20635,62766,4776,1,0,66,Private,2,0,Highly Rural/ Rural
2333,0,47,80605,243958,16839,0,1,81,Commercial,0,0,Highly Urban/ Urban
2334,0,71,108113,326424,22161,0,1,63,Commercial,4,0,Highly Urban/ Urban
2335,0,41,215613,647176,43870,1,1,66,Commercial,2,0,Highly Urban/ Urban
2336,0,53,7907,28793,2416,0,0,86,Commercial,10,1,Highly Urban/ Urban
2337,1,74,91899,282390,19213,1,0,66,Private,3,0,Highly Urban/ Urban
2338,0,45,34752,105993,6967,1,0,102,Private,5,1,Highly Urban/ Urban
2339,0,49,71221,216433,14640,0,1,59,Commercial,2,0,Highly Urban/ Urban
2340,0,58,7810,23478,2328,0,1,77,Private,0,0,Highly Urban/ Urban
2341,0,58,33457,108452,7509,0,1,50,Private,0,0,Highly Urban/ Urban
2342,0,52,14919,52197,3683,1,1,76,Commercial,10,0,Highly Urban/ Urban
2343,0,49,28810,93588,6293,1,1,85,Commercial,4,0,Highly Rural/ Rural
2344,0,59,24333,73819,5256,0,0,62,Private,7,0,Highly Urban/ Urban
2345,0,73,106154,319572,21923,1,1,56,Private,2,0,Highly Urban/ Urban
2346,0,26,59536,187935,12782,0,0,92,Private,3,0,Highly Urban/ Urban
2347,0,30,34131,108377,7142,0,0,78,Commercial,2,0,Highly Urban/ Urban
2348,0,52,185579,565925,37696,1,0,107,Commercial,2,0,Highly Urban/ Urban
2349,0,43,79826,244304,16751,0,1,67,Commercial,4,1,Highly Urban/ Urban
2350,1,31,58033,176585,11631,1,0,83,Private,4,0,Highly Urban/ Urban
2351,0,83,70291,216708,14440,1,0,88,Private,4,0,Highly Urban/ Urban
2352,0,68,129235,391856,26214,0,1,78,Private,4,1,Highly Urban/ Urban
2353,0,46,133074,402734,27079,1,1,107,Private,4,0,Highly Rural/ Rural
2354,0,50,13319,46123,2790,0,1,69,Private,3,0,Highly Rural/ Rural
2355,0,49,85207,261660,17889,1,1,66,Private,0,0,Highly Urban/ Urban
2356,0,55,121282,372481,25147,0,1,64,Commercial,2,0,Highly Urban/ Urban
2357,0,66,19204,57701,4532,1,1,78,Commercial,4,0,Highly Rural/ Rural
2358,0,63,44452,138479,9036,1,0,75,Commercial,2,0,Highly Rural/ Rural
2359,0,62,97159,298637,20189,1,1,87,Private,1,1,Highly Urban/ Urban
2360,0,48,57374,181339,12066,0,1,100,Private,2,1,Highly Urban/ Urban
2361,0,33,35679,115210,7335,0,1,70,Private,4,0,Highly Urban/ Urban
2362,0,56,86978,270580,17709,0,1,71,Private,5,0,Highly Urban/ Urban
2363,0,67,160854,486584,32279,0,0,80,Private,2,0,Highly Urban/ Urban
2364,0,70,108963,329179,21867,1,1,92,Private,0,0,Highly Urban/ Urban
2365,0,34,115507,350026,23838,1,1,74,Commercial,6,1,Highly Urban/ Urban
2366,0,54,81381,253197,17182,0,1,86,Commercial,5,0,Highly Urban/ Urban
2367,0,70,960,9868,945,1,0,76,Private,2,0,Highly Rural/ Rural
2368,0,65,253618,766067,50934,1,0,75,Private,4,0,Highly Urban/ Urban
2369,0,67,98574,299701,20104,1,0,64,Private,3,0,Highly Urban/ Urban
2370,0,51,140835,431659,28987,1,1,54,Commercial,2,0,Highly Urban/ Urban
2371,0,44,46175,143460,9246,0,0,86,Private,0,0,Highly Urban/ Urban
2372,0,60,560,11159,1081,1,0,60,Private,9,1,Highly Urban/ Urban
2373,0,42,1360,5061,590,1,0,96,Private,3,0,Highly Rural/ Rural
2374,0,68,36350,109509,8042,1,0,66,Commercial,0,0,Highly Urban/ Urban
2375,2,64,18714,59742,4652,1,1,122,Commercial,1,1,Highly Urban/ Urban
2376,0,68,147592,443195,29903,1,0,70,Private,4,0,Highly Urban/ Urban
2377,0,58,16612,58020,3537,1,0,76,Private,4,1,Highly Urban/ Urban
2378,0,54,35087,114168,7434,1,0,78,Private,3,0,Highly Urban/ Urban
2379,0,42,12858,47678,2857,1,1,84,Private,2,0,Highly Rural/ Rural
2380,0,38,49595,155950,10582,1,1,65,Commercial,3,1,Highly Urban/ Urban
2381,0,57,179716,543039,36653,0,0,66,Private,0,0,Highly Urban/ Urban
2382,3,59,3711,14661,1276,1,1,84,Commercial,7,1,Highly Urban/ Urban
2383,0,62,60558,185991,12377,0,1,94,Private,2,0,Highly Urban/ Urban
2384,0,59,40817,126898,8704,1,0,77,Commercial,0,0,Highly Urban/ Urban
2385,0,68,47799,148110,9794,0,1,59,Private,2,0,Highly Rural/ Rural
2386,0,68,24452,77403,5646,0,1,72,Commercial,2,0,Highly Rural/ Rural
2387,1,37,19368,66052,4083,1,0,88,Private,10,1,Highly Urban/ Urban
2388,0,44,18756,65501,3946,1,0,71,Commercial,2,0,Highly Urban/ Urban
2389,0,53,79214,244621,16413,1,0,82,Private,2,0,Highly Urban/ Urban
2390,0,30,10321,33078,3033,1,0,83,Private,2,1,Highly Urban/ Urban
2391,0,62,560,5014,322,0,1,104,Commercial,8,1,Highly Urban/ Urban
2392,0,71,53789,169804,11726,1,1,86,Private,1,0,Highly Urban/ Urban
2393,0,45,37574,117358,8479,1,0,87,Commercial,2,1,Highly Urban/ Urban
2394,0,31,59351,180897,12786,1,1,79,Commercial,4,1,Highly Urban/ Urban
2395,0,44,25525,86158,5776,1,1,74,Commercial,5,0,Highly Urban/ Urban
2396,0,43,97722,299713,20211,1,1,61,Private,1,0,Highly Urban/ Urban
2397,0,64,16838,56516,4299,1,0,65,Private,0,0,Highly Urban/ Urban
2398,0,41,23920,79245,5332,1,1,66,Commercial,5,1,Highly Urban/ Urban
2399,0,48,29926,98391,6167,1,1,99,Commercial,3,0,Highly Rural/ Rural
2400,0,43,108287,331197,22442,0,0,83,Private,7,0,Highly Urban/ Urban
2401,0,44,1596,8766,347,0,1,79,Private,2,1,Highly Urban/ Urban
2402,0,71,960,6532,698,1,0,84,Private,5,1,Highly Urban/ Urban
2403,0,65,68604,210055,13795,1,0,70,Commercial,7,0,Highly Urban/ Urban
2404,0,59,101054,305103,21166,1,1,60,Commercial,3,0,Highly Urban/ Urban
2405,0,41,53280,162652,11301,0,1,86,Commercial,2,0,Highly Rural/ Rural
2406,0,70,5973,21482,2088,1,0,77,Commercial,12,1,Highly Urban/ Urban
2407,0,55,53542,169951,11406,1,0,83,Commercial,0,0,Highly Rural/ Rural
2408,0,23,960,7904,767,0,1,75,Commercial,0,1,Highly Urban/ Urban
2409,0,76,62529,191530,12644,1,0,68,Private,2,0,Highly Urban/ Urban
2410,0,68,1360,6690,523,1,1,102,Commercial,10,1,Highly Urban/ Urban
2411,0,59,189147,572162,38747,0,0,96,Private,1,0,Highly Urban/ Urban
2412,0,51,46249,146703,9930,0,1,98,Commercial,2,0,Highly Rural/ Rural
2413,1,64,113010,342617,22641,0,1,57,Private,3,1,Highly Urban/ Urban
2414,0,28,99096,297339,20737,1,0,77,Private,2,0,Highly Urban/ Urban
2415,0,45,114846,345782,23737,0,1,61,Private,4,0,Highly Urban/ Urban
2416,0,61,50042,151082,10988,1,0,79,Commercial,4,0,Highly Urban/ Urban
2417,0,57,32633,100016,6993,1,1,70,Private,0,0,Highly Rural/ Rural
2418,0,52,52872,167519,10755,0,1,59,Commercial,0,0,Highly Rural/ Rural
2419,0,54,34403,112466,7361,1,1,76,Commercial,0,0,Highly Urban/ Urban
2420,0,58,74763,228372,15197,0,0,76,Private,0,0,Highly Urban/ Urban
2421,0,40,48164,144606,10247,1,1,76,Private,2,0,Highly Urban/ Urban
2422,0,78,191890,583258,38587,0,1,79,Private,4,0,Highly Urban/ Urban
2423,0,37,112521,345952,22552,0,1,78,Commercial,6,0,Highly Urban/ Urban
2424,0,59,107762,324023,21941,1,1,70,Private,3,0,Highly Urban/ Urban
2425,0,61,141165,425212,29217,0,0,67,Private,4,0,Highly Urban/ Urban
2426,0,33,960,9053,931,1,1,74,Commercial,5,1,Highly Urban/ Urban
2427,0,62,560,7471,302,1,0,82,Commercial,5,0,Highly Rural/ Rural
2428,0,59,55599,171108,11360,0,1,95,Private,3,0,Highly Rural/ Rural
2429,0,65,28910,90189,5826,1,0,68,Private,2,1,Highly Urban/ Urban
2430,0,41,6652,20556,1492,0,1,75,Commercial,0,1,Highly Urban/ Urban
2431,0,62,98737,303850,20693,1,0,92,Private,4,0,Highly Urban/ Urban
2432,0,58,61975,192172,12552,1,0,63,Commercial,2,1,Highly Urban/ Urban
2433,0,52,60958,184521,12350,1,1,63,Private,7,0,Highly Urban/ Urban
2434,0,62,147442,445651,30384,0,1,79,Commercial,3,0,Highly Urban/ Urban
2435,0,76,114994,350900,23386,1,1,83,Private,4,0,Highly Urban/ Urban
2436,1,55,73111,221062,15441,0,1,67,Commercial,2,1,Highly Urban/ Urban
2437,1,47,16699,50503,3524,1,0,68,Private,3,1,Highly Urban/ Urban
2438,0,62,150814,460800,31009,0,1,68,Private,2,0,Highly Urban/ Urban
2439,0,50,40116,129555,8366,0,0,85,Private,0,0,Highly Rural/ Rural
2440,0,77,49797,158718,10386,1,1,87,Private,0,0,Highly Rural/ Rural
2441,0,40,157823,477129,31737,0,0,105,Private,0,1,Highly Urban/ Urban
2442,0,26,111085,337748,22538,1,1,57,Private,0,0,Highly Urban/ Urban
2443,0,63,95127,285476,19662,0,1,68,Private,0,0,Highly Urban/ Urban
2444,1,36,40938,123856,8748,1,0,61,Commercial,5,0,Highly Urban/ Urban
2445,0,54,28356,93608,5712,1,0,85,Private,2,0,Highly Urban/ Urban
2446,0,69,5900,19619,2067,0,0,64,Private,2,0,Highly Rural/ Rural
2447,0,54,81821,247902,16517,1,1,65,Commercial,1,0,Highly Rural/ Rural
2448,0,47,960,12542,544,1,1,97,Commercial,0,0,Highly Rural/ Rural
2449,0,53,32820,103166,7490,0,1,77,Commercial,5,1,Highly Urban/ Urban
2450,0,40,7913,30213,1794,0,0,61,Private,2,0,Highly Urban/ Urban
2451,2,37,77882,241438,15709,1,1,75,Commercial,0,0,Highly Urban/ Urban
2452,0,69,5564,19462,1234,1,1,77,Commercial,4,0,Highly Urban/ Urban
2453,0,69,85568,266048,17931,0,0,70,Private,4,0,Highly Urban/ Urban
2454,0,69,560,2737,600,1,0,78,Private,7,0,Highly Urban/ Urban
2455,0,57,146215,442193,29759,0,1,70,Commercial,4,0,Highly Rural/ Rural
2456,0,47,70674,220311,14476,1,1,81,Commercial,11,1,Highly Urban/ Urban
2457,0,50,52362,161703,10607,0,0,93,Private,4,0,Highly Rural/ Rural
2458,0,49,98074,296953,20547,0,1,104,Commercial,3,1,Highly Urban/ Urban
2459,0,32,79711,244347,16698,0,0,92,Private,4,0,Highly Urban/ Urban
2460,0,24,920,11006,760,0,1,110,Commercial,2,0,Highly Rural/ Rural
2461,0,63,11630,39610,2736,1,1,75,Private,4,0,Highly Rural/ Rural
2462,0,63,187387,567940,38380,0,1,102,Private,4,1,Highly Urban/ Urban
2463,0,80,84387,260284,17744,1,0,55,Commercial,3,0,Highly Urban/ Urban
2464,0,14,960,7635,355,1,0,103,Private,3,1,Highly Urban/ Urban
2465,0,47,5623,20301,1131,1,1,73,Commercial,2,1,Highly Urban/ Urban
2466,0,44,101178,312303,20483,1,1,82,Private,8,0,Highly Urban/ Urban
2467,0,71,134909,413927,27915,1,0,83,Commercial,0,0,Highly Rural/ Rural
2468,0,78,18384,57001,4163,1,1,84,Commercial,0,0,Highly Rural/ Rural
2469,0,38,117594,361786,24035,0,1,59,Commercial,0,0,Highly Urban/ Urban
2470,0,52,69486,214586,14096,1,1,80,Commercial,2,1,Highly Urban/ Urban
2471,0,46,49444,153356,9985,1,1,88,Commercial,7,1,Highly Urban/ Urban
2472,0,58,38338,123216,7889,1,1,107,Commercial,4,0,Highly Rural/ Rural
2473,2,47,38946,123636,8130,1,1,69,Private,0,0,Highly Urban/ Urban
2474,0,45,96398,295943,19322,1,1,102,Commercial,5,0,Highly Urban/ Urban
2475,1,54,70345,211615,14450,1,0,79,Commercial,2,0,Highly Urban/ Urban
2476,0,56,127341,386341,26078,1,1,72,Commercial,2,1,Highly Urban/ Urban
2477,0,51,116596,358330,23381,0,0,81,Commercial,6,0,Highly Urban/ Urban
2478,0,47,64306,195194,13620,1,1,76,Commercial,2,0,Highly Urban/ Urban
2479,0,53,26254,80395,5921,1,1,84,Private,1,0,Highly Urban/ Urban
2480,0,66,79747,248202,16028,0,0,80,Private,2,0,Highly Urban/ Urban
2481,0,62,58920,181277,12096,1,1,65,Commercial,2,0,Highly Urban/ Urban
2482,0,37,25355,85908,5964,1,1,69,Private,0,0,Highly Urban/ Urban
2483,0,50,135995,408773,28085,1,1,73,Private,4,0,Highly Urban/ Urban
2484,0,50,80117,249901,16684,1,0,69,Commercial,7,0,Highly Urban/ Urban
2485,0,66,103453,316469,21359,1,1,70,Commercial,2,0,Highly Urban/ Urban
2486,0,55,42904,132151,9057,0,1,92,Commercial,5,0,Highly Urban/ Urban
2487,0,31,50410,160117,10741,0,0,144,Private,5,0,Highly Rural/ Rural
2488,0,65,31335,95525,6316,0,1,75,Private,7,0,Highly Urban/ Urban
2489,0,80,211220,635998,42848,1,0,78,Private,5,1,Highly Urban/ Urban
2490,0,52,17299,57436,4064,1,1,71,Private,5,0,Highly Urban/ Urban
2491,0,65,960,4491,237,1,0,93,Private,8,1,Highly Urban/ Urban
2492,0,78,14840,47562,3681,1,0,107,Private,3,1,Highly Urban/ Urban
2493,0,64,34631,111944,7099,0,1,106,Private,2,0,Highly Urban/ Urban
2494,1,46,960,5774,494,0,0,74,Private,3,1,Highly Urban/ Urban
2495,0,52,54730,165783,11033,1,1,94,Private,4,0,Highly Urban/ Urban
2496,0,23,18579,64742,4612,1,0,63,Private,7,1,Highly Urban/ Urban
2497,0,58,14656,50550,3000,1,0,50,Private,2,0,Highly Urban/ Urban
2498,0,40,106920,324921,22049,1,1,69,Commercial,0,0,Highly Urban/ Urban
2499,0,52,75195,227208,15631,0,0,90,Commercial,3,0,Highly Rural/ Rural
2500,0,63,60305,184567,12675,0,0,63,Private,2,1,Highly Urban/ Urban
2501,0,49,91792,278469,19005,0,0,65,Private,4,0,Highly Urban/ Urban
2502,0,57,68964,215361,14641,0,0,74,Commercial,0,0,Highly Urban/ Urban
2503,1,41,46020,143548,9244,1,1,77,Private,2,0,Highly Urban/ Urban
2504,0,59,76526,230749,15787,0,1,70,Private,9,0,Highly Urban/ Urban
2505,0,38,27376,88425,5947,0,1,56,Private,6,0,Highly Urban/ Urban
2506,0,66,22837,74973,5008,1,0,86,Private,0,0,Highly Urban/ Urban
2507,0,58,2573,14423,875,1,1,80,Commercial,4,0,Highly Urban/ Urban
2508,0,57,62918,193218,13417,1,1,101,Commercial,0,1,Highly Urban/ Urban
2509,0,38,9207,31519,2346,0,0,91,Commercial,7,1,Highly Urban/ Urban
2510,0,51,45613,143222,9787,1,0,61,Commercial,2,0,Highly Urban/ Urban
2511,0,52,36071,113491,7882,1,1,68,Commercial,3,0,Highly Urban/ Urban
2512,0,41,53858,164427,11322,0,1,75,Private,7,0,Highly Urban/ Urban
2513,1,53,960,8543,687,0,0,74,Commercial,0,0,Highly Rural/ Rural
2514,0,55,98725,300551,20588,1,0,100,Private,5,0,Highly Urban/ Urban
2515,0,51,872,12603,491,1,0,75,Commercial,2,1,Highly Urban/ Urban
2516,0,56,960,3896,618,1,1,75,Commercial,10,0,Highly Urban/ Urban
2517,0,49,1327,5083,1054,1,1,70,Private,2,0,Highly Urban/ Urban
2518,0,73,960,4424,900,1,0,93,Private,2,1,Highly Urban/ Urban
2519,0,53,23301,76063,4922,0,1,79,Private,0,1,Highly Urban/ Urban
2520,0,62,49257,157305,10129,0,1,55,Private,0,0,Highly Rural/ Rural
2521,0,49,90567,276702,18249,0,0,115,Commercial,2,0,Highly Rural/ Rural
2522,0,42,21636,70178,4466,1,1,50,Private,7,0,Highly Urban/ Urban
2523,1,74,66276,203850,13592,1,0,102,Commercial,6,0,Highly Urban/ Urban
2524,0,53,52126,165497,11284,1,1,76,Commercial,2,0,Highly Urban/ Urban
2525,0,55,44381,134029,9802,1,1,72,Private,0,0,Highly Rural/ Rural
2526,2,44,57380,178568,11929,1,1,101,Commercial,2,0,Highly Urban/ Urban
2527,0,74,27481,82970,6340,1,0,64,Private,2,0,Highly Urban/ Urban
2528,0,48,24361,81559,4964,1,1,94,Private,8,0,Highly Urban/ Urban
2529,0,49,54059,162254,10912,0,1,102,Private,2,1,Highly Urban/ Urban
2530,0,59,82387,252982,16732,0,0,52,Private,5,0,Highly Urban/ Urban
2531,0,60,90992,276894,18210,1,0,62,Commercial,0,0,Highly Rural/ Rural
2532,0,55,64091,200475,13524,1,0,65,Private,9,0,Highly Urban/ Urban
2533,2,45,28524,90803,5912,0,0,64,Private,2,1,Highly Urban/ Urban
2534,0,57,87029,270707,17408,1,0,61,Private,2,0,Highly Urban/ Urban
2535,0,50,960,8084,913,1,1,79,Commercial,5,0,Highly Urban/ Urban
2536,0,53,48474,154052,10198,0,1,67,Commercial,7,1,Highly Urban/ Urban
2537,0,57,35880,112485,7984,1,1,68,Private,2,0,Highly Urban/ Urban
2538,0,52,560,4786,925,1,1,71,Commercial,2,1,Highly Urban/ Urban
2539,3,48,20381,65013,4615,1,1,75,Commercial,2,0,Highly Rural/ Rural
2540,0,54,960,7983,948,1,1,95,Commercial,1,1,Highly Urban/ Urban
2541,0,63,36035,113793,8046,1,1,71,Commercial,6,0,Highly Urban/ Urban
2542,0,63,97840,296170,20082,1,0,79,Private,3,0,Highly Urban/ Urban
2543,1,63,54205,171166,11056,0,1,85,Commercial,4,0,Highly Rural/ Rural
2544,0,68,960,9438,1138,1,1,63,Private,2,0,Highly Urban/ Urban
2545,0,63,23744,71606,5427,1,1,55,Private,0,0,Highly Urban/ Urban
2546,0,35,29568,97763,5937,1,1,122,Private,2,0,Highly Rural/ Rural
2547,0,73,18358,64535,4262,1,1,52,Private,4,0,Highly Urban/ Urban
2548,0,44,68413,213326,14167,0,0,54,Commercial,3,0,Highly Rural/ Rural
2549,0,64,43853,133723,9265,1,1,104,Commercial,2,0,Highly Rural/ Rural
2550,0,44,43380,135550,8795,1,0,65,Commercial,2,0,Highly Urban/ Urban
2551,1,48,118689,365630,24270,0,1,82,Private,10,1,Highly Urban/ Urban
2552,0,75,84664,254326,17430,1,1,85,Private,3,1,Highly Urban/ Urban
2553,0,45,22273,69897,5137,1,1,98,Private,3,1,Highly Rural/ Rural
2554,0,54,34179,105295,7684,1,1,90,Private,2,0,Highly Urban/ Urban
2555,0,59,98918,303758,20416,1,0,80,Private,7,0,Highly Urban/ Urban
2556,3,62,560,4052,400,1,1,73,Private,3,1,Highly Urban/ Urban
2557,0,73,70111,217706,14592,0,1,105,Commercial,1,1,Highly Urban/ Urban
2558,0,42,52510,159616,11434,0,1,76,Private,3,0,Highly Urban/ Urban
2559,0,42,49658,151147,10143,1,1,78,Commercial,4,0,Highly Rural/ Rural
2560,0,67,149153,456030,30034,1,0,76,Private,2,0,Highly Urban/ Urban
2561,0,54,94584,289814,19870,0,0,80,Commercial,2,0,Highly Urban/ Urban
2562,0,58,98407,296461,19855,1,1,66,Private,3,0,Highly Urban/ Urban
2563,2,64,24342,81559,5647,1,1,93,Private,4,0,Highly Urban/ Urban
2564,0,57,62028,192522,13160,0,1,66,Private,2,1,Highly Urban/ Urban
2565,0,65,48753,152160,10340,0,0,74,Private,4,1,Highly Urban/ Urban
2566,0,76,71248,215038,15086,0,1,73,Private,5,0,Highly Urban/ Urban
2567,0,84,77551,242432,15549,1,1,64,Private,4,0,Highly Urban/ Urban
2568,0,55,79502,244415,16281,1,0,98,Private,2,0,Highly Urban/ Urban
2569,1,56,33515,103896,7591,1,1,50,Private,2,0,Highly Urban/ Urban
2570,0,54,62379,188957,12834,1,1,51,Commercial,2,0,Highly Urban/ Urban
2571,0,51,31275,96514,7071,0,0,93,Commercial,2,0,Highly Urban/ Urban
2572,0,63,176244,530797,35299,0,1,97,Private,5,0,Highly Urban/ Urban
2573,0,65,960,12528,814,0,1,131,Commercial,0,0,Highly Rural/ Rural
2574,0,50,22107,72893,5151,1,1,80,Commercial,0,0,Highly Urban/ Urban
2575,0,53,32458,103600,7158,1,0,86,Private,5,0,Highly Rural/ Rural
2576,0,45,58077,177460,12377,0,1,67,Commercial,6,1,Highly Urban/ Urban
2577,0,61,58814,185103,12697,0,1,72,Commercial,2,1,Highly Urban/ Urban
2578,0,37,107141,325729,21453,0,0,84,Commercial,0,1,Highly Urban/ Urban
2579,0,59,960,10821,641,1,0,104,Private,2,1,Highly Urban/ Urban
2580,0,77,44868,144401,9059,0,1,63,Commercial,2,1,Highly Urban/ Urban
2581,0,61,67974,207455,14469,0,1,84,Private,3,0,Highly Urban/ Urban
2582,0,64,960,2972,841,1,0,76,Private,2,1,Highly Rural/ Rural
2583,3,56,85660,257152,17442,1,0,79,Private,3,0,Highly Urban/ Urban
2584,0,58,60555,190651,12823,0,1,83,Private,0,0,Highly Rural/ Rural
2585,0,40,50049,152710,10870,0,1,86,Private,2,0,Highly Urban/ Urban
2586,0,49,27015,86863,5833,0,1,84,Private,2,0,Highly Urban/ Urban
2587,0,60,14508,43767,3029,0,1,116,Private,0,0,Highly Urban/ Urban
2588,0,59,17975,61939,4178,1,1,102,Commercial,0,0,Highly Rural/ Rural
2589,0,27,23573,74360,5157,0,1,68,Private,1,0,Highly Urban/ Urban
2590,0,27,90445,278579,18279,0,1,88,Private,2,0,Highly Urban/ Urban
2591,0,66,121361,366572,24555,1,1,74,Commercial,2,1,Highly Urban/ Urban
2592,0,82,147095,446340,30175,0,1,71,Private,4,0,Highly Urban/ Urban
2593,0,28,560,10534,900,0,1,94,Commercial,4,1,Highly Urban/ Urban
2594,0,49,54464,169356,11140,1,0,86,Private,2,0,Highly Rural/ Rural
2595,3,72,86041,260039,17740,0,0,64,Private,9,1,Highly Urban/ Urban
2596,0,47,148015,453668,29708,0,1,98,Private,2,0,Highly Urban/ Urban
2597,0,60,53880,164703,11361,1,0,74,Private,6,0,Highly Urban/ Urban
2598,0,47,76479,237244,16288,0,1,90,Private,4,1,Highly Urban/ Urban
2599,0,62,560,7021,704,0,0,76,Commercial,1,1,Highly Urban/ Urban
2600,0,50,40153,123877,8387,1,1,77,Private,2,0,Highly Rural/ Rural
2601,0,59,62924,190384,13502,1,0,84,Private,2,0,Highly Urban/ Urban
2602,0,56,25356,83782,5454,1,1,94,Commercial,4,0,Highly Urban/ Urban
2603,0,73,31119,99656,7003,1,1,82,Private,2,0,Highly Rural/ Rural
2604,0,52,78516,244466,16692,0,1,63,Commercial,0,1,Highly Urban/ Urban
2605,0,72,36338,113040,7427,1,1,71,Commercial,7,1,Highly Urban/ Urban
2606,0,47,104005,316672,21113,1,1,55,Commercial,4,0,Highly Urban/ Urban
2607,0,76,82002,251912,16523,1,1,84,Commercial,4,1,Highly Urban/ Urban
2608,0,62,25226,79062,5081,1,1,90,Commercial,3,0,Highly Urban/ Urban
2609,0,15,17569,61132,4399,0,1,85,Commercial,4,0,Highly Rural/ Rural
2610,0,60,53682,170002,10779,0,1,100,Private,1,0,Highly Urban/ Urban
2611,0,66,63163,198965,13475,0,1,50,Commercial,4,1,Highly Urban/ Urban
2612,0,55,34608,105849,7776,1,0,90,Private,2,1,Highly Urban/ Urban
2613,0,31,560,3287,701,1,0,70,Private,9,0,Highly Urban/ Urban
2614,0,50,52294,160308,10958,1,1,90,Private,0,0,Highly Urban/ Urban
2615,0,23,126606,386655,26029,1,1,69,Private,6,0,Highly Urban/ Urban
2616,0,34,1957,10660,1135,1,1,88,Private,0,0,Highly Urban/ Urban
2617,0,63,27948,90309,5948,0,1,95,Commercial,4,0,Highly Rural/ Rural
2618,2,48,90452,274324,18954,1,0,90,Private,6,0,Highly Urban/ Urban
2619,0,56,184656,561196,37743,0,1,55,Commercial,1,0,Highly Urban/ Urban
2620,0,69,42634,132586,9512,0,1,83,Private,0,1,Highly Urban/ Urban
2621,0,47,73747,230159,14818,1,1,84,Private,4,0,Highly Urban/ Urban
2622,0,66,109193,328585,22270,1,0,77,Commercial,4,0,Highly Urban/ Urban
2623,0,31,23278,69919,4791,0,1,59,Private,9,1,Highly Urban/ Urban
2624,0,61,116297,353360,23973,1,0,52,Private,2,0,Highly Urban/ Urban
2625,0,53,65066,199938,13138,1,0,75,Private,0,0,Highly Urban/ Urban
2626,0,48,960,4044,793,0,0,73,Private,0,0,Highly Urban/ Urban
2627,0,29,49658,150926,10852,1,1,74,Private,2,0,Highly Rural/ Rural
2628,0,46,960,6646,539,1,1,70,Commercial,7,1,Highly Urban/ Urban
2629,0,74,1561,14554,1260,0,1,66,Private,1,0,Highly Urban/ Urban
2630,0,60,26510,84076,6118,1,1,99,Private,3,0,Highly Urban/ Urban
2631,0,71,43967,133908,8815,1,1,100,Commercial,3,1,Highly Urban/ Urban
2632,0,66,64164,199160,13499,1,1,71,Commercial,7,0,Highly Rural/ Rural
2633,0,45,5785,20590,1832,0,0,105,Commercial,0,0,Highly Rural/ Rural
2634,0,69,43196,133175,9196,0,1,79,Commercial,2,0,Highly Urban/ Urban
2635,0,41,70834,215657,14823,0,1,103,Private,4,0,Highly Urban/ Urban
2636,0,67,18917,58361,4563,1,0,70,Private,2,0,Highly Urban/ Urban
2637,0,75,960,6288,569,0,0,131,Private,3,1,Highly Rural/ Rural
2638,0,40,41211,126116,8370,1,0,94,Private,2,0,Highly Urban/ Urban
2639,0,54,74768,225361,15699,1,1,62,Private,5,0,Highly Rural/ Rural
2640,0,48,102611,311213,20616,1,1,75,Private,2,0,Highly Urban/ Urban
2641,0,78,34673,109025,7108,1,0,71,Commercial,5,0,Highly Urban/ Urban
2642,0,62,49142,150372,10822,1,1,80,Commercial,2,0,Highly Urban/ Urban
2643,0,79,75136,225924,15634,1,1,77,Private,3,0,Highly Urban/ Urban
2644,0,75,151004,459426,31069,0,1,109,Private,0,0,Highly Urban/ Urban
2645,0,56,132836,406181,27130,1,0,112,Commercial,2,0,Highly Rural/ Rural
2646,2,54,97790,301031,20386,1,1,77,Private,4,0,Highly Urban/ Urban
2647,0,57,560,7095,133,0,1,111,Commercial,9,0,Highly Urban/ Urban
2648,0,62,55284,168232,11836,1,1,82,Commercial,8,1,Highly Urban/ Urban
2649,0,55,34459,107785,7020,1,1,76,Private,2,0,Highly Urban/ Urban
2650,0,58,49054,156972,10474,0,0,112,Private,1,0,Highly Urban/ Urban
2651,0,64,68235,206671,13853,0,1,85,Commercial,3,0,Highly Urban/ Urban
2652,1,50,63575,191910,13280,1,1,94,Commercial,0,0,Highly Rural/ Rural
2653,0,45,119547,359345,24002,1,0,100,Private,5,0,Highly Rural/ Rural
2654,0,47,27227,90116,5796,0,0,81,Commercial,0,0,Highly Rural/ Rural
